radius_mm,seed,progress,alpha
20.0,20270910,0.08,0.0
20.0,20270910,0.1,0.0
20.0,20270910,0.12,0.0
20.0,20270910,0.14,0.0
20.0,20270910,0.16,0.0
20.0,20270910,0.18,0.0
20.0,20270910,0.2,0.0
20.0,20270910,0.22,0.0
20.0,20270910,0.24,0.0
20.0,20270910,0.26,0.0
20.0,20270910,0.28,0.0
20.0,20270910,0.3,0.0
20.0,20270910,0.32,0.0
20.0,20270910,0.34,0.0
20.0,20270910,0.36,0.0
20.0,20270910,0.38,0.0
20.0,20270910,0.4,0.0
20.0,20270910,0.42,0.0
20.0,20270910,0.44,0.0
20.0,20270910,0.46,0.0
20.0,20270910,0.48,0.0
20.0,20270910,0.5,0.0
20.0,20270910,0.52,0.0
20.0,20270910,0.54,0.0
20.0,20270910,0.56,0.0
20.0,20270910,0.58,0.0
20.0,20270910,0.6,0.0
20.0,20270910,0.62,0.0
20.0,20270910,0.64,0.0
20.0,20270910,0.66,0.0
20.0,20270910,0.68,0.0
20.0,20270910,0.7000000000000001,0.0
20.0,20270910,0.72,0.0
20.0,20270910,0.74,0.0
20.0,20270910,0.76,0.0
20.0,20270910,0.78,0.0
20.0,20270910,0.8,0.0
20.0,20270910,0.8200000000000001,0.0
20.0,20270910,0.84,0.0
20.0,20270910,0.86,0.0
20.0,20270910,0.88,0.0
20.0,20270910,0.9,0.0
20.0,20270910,0.92,0.0
20.0,20270910,0.9400000000000001,0.0
20.0,20270910,0.96,0.0
20.0,20270910,0.98,0.0
20.0,20270910,1.0,0.0
20.0,20270910,1.02,0.003947047415945626
20.0,20270910,1.04,0.01276837989279652
20.0,20270910,1.06,0.033506683996295486
20.0,20270910,1.08,0.07229280933967906
20.0,20270910,1.1,0.1313729881535392
20.0,20270910,1.12,0.20801763299811005
20.0,20270910,1.1400000000000001,0.29810707828087346
20.0,20270910,1.16,0.3999160802372174
20.0,20270910,1.18,0.5144140518330961
20.0,20270910,1.2,0.6379681285694
20.0,20270910,1.22,0.7616508288953427
20.0,20270910,1.24,0.872972407364542
20.0,20270910,1.26,0.9620340430174791
20.0,20270910,1.28,1.0255839637482362
20.0,20270910,1.3,1.065971813537709
20.0,20270910,1.32,1.0877007797312035
20.0,20270910,1.34,1.094921439985553
20.0,20270910,1.36,1.0907198880095161
20.0,20270910,1.3800000000000001,1.077593475126801
20.0,20270910,1.4000000000000001,1.0582387185945992
20.0,20270910,1.42,1.0370504586244993
20.0,20270910,1.44,1.018591146912543
20.0,20270910,1.46,1.008582300858238
20.0,20270910,1.48,1.0048388081465918
20.0,20270910,1.5,1.0018860261901175
20.0,20270910,1.52,1.0016564702010444
20.0,20270910,1.54,1.0027159948468187
20.0,20270910,1.56,1.0049666952690972
20.0,20270910,1.58,1.0079472114725687
20.0,20270910,1.6,1.011086098572644
20.0,20270910,1.62,1.0137647519984554
20.0,20270910,1.6400000000000001,1.015972690437262
20.0,20270910,1.6600000000000001,1.0172620491441469
20.0,20270910,1.68,1.0175420677338283
20.0,20270910,1.7,1.0171817522706605
20.0,20270910,1.72,1.015637908046704
20.0,20270910,1.74,1.0138402676169294
20.0,20270910,1.76,1.0115103313212317
20.0,20270910,1.78,1.0092703257351359
20.0,20270910,1.8,1.0071490836052315
20.0,20270910,1.82,1.0056616945308876
20.0,20270910,1.84,1.0044408791714992
20.0,20270910,1.86,1.0044176994330882
20.0,20270910,1.8800000000000001,1.004703576798389
20.0,20270910,1.9000000000000001,1.00583194416829
20.0,20270910,1.92,1.0073260788005343
20.0,20270910,1.94,1.009153774772652
20.0,20270910,1.96,1.011103979534217
20.0,20270910,1.98,1.0130631731151507
20.0,20270910,2.0,1.014720530620454
20.0,20270910,2.02,1.015374750688337
20.0,20270910,2.04,1.0159465870391495
20.0,20270910,2.06,1.0163536559558206
20.0,20270910,2.08,1.0167607248724917
20.0,20270910,2.1,1.0171677937891628
20.0,20270910,2.12,1.0175748627058339
20.0,20270910,2.14,1.017704875696244
20.0,20270910,2.16,1.0178228427768163
20.0,20270910,2.18,1.017940809857389
20.0,20270910,2.2,1.0180587769379614
20.0,20270910,2.22,1.0180193219129192
20.0,20270910,2.24,1.0178674225267232
20.0,20270910,2.2600000000000002,1.0177155231405273
20.0,20270910,2.2800000000000002,1.0175636237543313
20.0,20270910,2.3000000000000003,1.0173672191293457
20.0,20270910,2.32,1.0170016945969593
20.0,20270910,2.34,1.016636170064573
20.0,20270910,2.36,1.0162706455321868
20.0,20270910,2.38,1.0159051209998005
20.0,20270910,2.4,1.0154220712320412
20.0,20270910,2.42,1.0149155164172072
20.0,20270910,2.44,1.0144089616023733
20.0,20270910,2.46,1.0139024067875393
20.0,20270910,2.48,1.0133663421039099
20.0,20270910,2.5,1.0127954021207948
20.0,20270910,2.52,1.01222446213768
20.0,20270910,2.54,1.0116535221545648
20.0,20270910,2.56,1.0110834580794608
20.0,20270910,2.58,1.0105230289924767
20.0,20270910,2.6,1.0099625999054926
20.0,20270910,2.62,1.0094021708185088
20.0,20270910,2.64,1.0088417417315247
20.0,20270910,2.66,1.0083371057450912
20.0,20270910,2.68,1.0078554433882958
20.0,20270910,2.7,1.0073737810315007
20.0,20270910,2.72,1.0068921186747053
20.0,20270910,2.74,1.0065710104368417
20.0,20270910,2.7600000000000002,1.004535010054064
20.0,20270910,2.7800000000000002,1.0045068895571923
20.0,20270910,2.8000000000000003,1.0040167480315367
20.0,20270910,2.82,1.0021853704507588
20.0,20270910,2.84,1.0030449702134774
20.0,20270910,2.86,1.0026234774899438
20.0,20270910,2.88,1.001851250552503
20.0,20270910,2.9,1.003157956211795
20.0,20270910,2.92,1.0033988852913338
20.0,20270910,2.94,1.0039858377212385
20.0,20270910,2.96,1.0046839184939338
20.0,20270910,2.98,1.0066121082395167
20.0,20270910,3.0,1.008272860427117
20.0,20280910,0.0,0.0
20.0,20280910,0.02,0.0
20.0,20280910,0.04,0.0
20.0,20280910,0.06,0.0
20.0,20280910,0.08,0.0
20.0,20280910,0.1,0.0
20.0,20280910,0.12,0.0
20.0,20280910,0.14,0.0
20.0,20280910,0.16,0.0
20.0,20280910,0.18,0.0
20.0,20280910,0.2,0.0
20.0,20280910,0.22,0.0
20.0,20280910,0.24,0.0
20.0,20280910,0.26,0.0
20.0,20280910,0.28,0.0
20.0,20280910,0.3,0.0
20.0,20280910,0.32,0.0
20.0,20280910,0.34,0.0
20.0,20280910,0.36,0.0
20.0,20280910,0.38,0.0
20.0,20280910,0.4,0.0
20.0,20280910,0.42,0.0
20.0,20280910,0.44,0.0
20.0,20280910,0.46,0.0
20.0,20280910,0.48,0.0
20.0,20280910,0.5,0.0
20.0,20280910,0.52,0.0
20.0,20280910,0.54,0.0
20.0,20280910,0.56,0.0
20.0,20280910,0.58,0.0
20.0,20280910,0.6,0.0
20.0,20280910,0.62,0.0
20.0,20280910,0.64,0.0
20.0,20280910,0.66,0.0
20.0,20280910,0.68,0.0
20.0,20280910,0.7000000000000001,0.0
20.0,20280910,0.72,0.0
20.0,20280910,0.74,0.0
20.0,20280910,0.76,0.0
20.0,20280910,0.78,0.0
20.0,20280910,0.8,0.0
20.0,20280910,0.8200000000000001,0.0
20.0,20280910,0.84,0.0
20.0,20280910,0.86,0.0
20.0,20280910,0.88,0.0
20.0,20280910,0.9,0.0
20.0,20280910,0.92,0.0
20.0,20280910,0.9400000000000001,0.0
20.0,20280910,0.96,0.0
20.0,20280910,0.98,0.0
20.0,20280910,1.0,0.0
20.0,20280910,1.02,0.004759561259054131
20.0,20280910,1.04,0.014016792273846864
20.0,20280910,1.06,0.0346766265866091
20.0,20280910,1.08,0.07252475636015648
20.0,20280910,1.1,0.13022150709728803
20.0,20280910,1.12,0.20577206786177774
20.0,20280910,1.1400000000000001,0.294997804688796
20.0,20280910,1.16,0.3956743221314076
20.0,20280910,1.18,0.5068526068486034
20.0,20280910,1.2,0.6258820686276012
20.0,20280910,1.22,0.7457509533692648
20.0,20280910,1.24,0.8556634279915977
20.0,20280910,1.26,0.9458312462750134
20.0,20280910,1.28,1.0117635682025783
20.0,20280910,1.3,1.054461861787357
20.0,20280910,1.32,1.0776868695902293
20.0,20280910,1.34,1.085396198862114
20.0,20280910,1.36,1.080468073963041
20.0,20280910,1.3800000000000001,1.0659301938094494
20.0,20280910,1.4000000000000001,1.0459603731719858
20.0,20280910,1.42,1.025213009388872
20.0,20280910,1.44,1.0085096331257764
20.0,20280910,1.46,1.0013341165084744
20.0,20280910,1.48,0.9985004937325788
20.0,20280910,1.5,0.9971479119581332
20.0,20280910,1.52,0.9978924842417412
20.0,20280910,1.54,1.0001251878811073
20.0,20280910,1.56,1.0030727781521613
20.0,20280910,1.58,1.0065151461898445
20.0,20280910,1.6,1.0098217450393379
20.0,20280910,1.62,1.0124467610388108
20.0,20280910,1.6400000000000001,1.0143314437367257
20.0,20280910,1.6600000000000001,1.015347965800439
20.0,20280910,1.68,1.0151410399193252
20.0,20280910,1.7,1.0144626937291958
20.0,20280910,1.72,1.012569910619671
20.0,20280910,1.74,1.0105452742165613
20.0,20280910,1.76,1.0081773800311105
20.0,20280910,1.78,1.005994913742441
20.0,20280910,1.8,1.003993027562402
20.0,20280910,1.82,1.0027316900614942
20.0,20280910,1.84,1.001729148040376
20.0,20280910,1.86,1.0018775773435862
20.0,20280910,1.8800000000000001,1.0023300555363548
20.0,20280910,1.9000000000000001,1.003521925346913
20.0,20280910,1.92,1.005086716093129
20.0,20280910,1.94,1.0069529698711641
20.0,20280910,1.96,1.0090234976185577
20.0,20280910,1.98,1.0111321365655581
20.0,20280910,2.0,1.0131389988382162
20.0,20280910,2.02,1.0139364275558287
20.0,20280910,2.04,1.0146841487021012
20.0,20280910,2.06,1.0153324547056937
20.0,20280910,2.08,1.0159807607092861
20.0,20280910,2.1,1.0166290667128786
20.0,20280910,2.12,1.017277372716471
20.0,20280910,2.14,1.0177089875555045
20.0,20280910,2.16,1.0181311810395575
20.0,20280910,2.18,1.0185533745236102
20.0,20280910,2.2,1.018975568007663
20.0,20280910,2.22,1.019230167870806
20.0,20280910,2.24,1.0193650580047278
20.0,20280910,2.2600000000000002,1.0194999481386495
20.0,20280910,2.2800000000000002,1.0196348382725713
20.0,20280910,2.3000000000000003,1.0197005108802735
20.0,20280910,2.32,1.019503156888341
20.0,20280910,2.34,1.0193058028964086
20.0,20280910,2.36,1.0191084489044762
20.0,20280910,2.38,1.0189110949125437
20.0,20280910,2.4,1.0184272610622247
20.0,20280910,2.42,1.0178861312402283
20.0,20280910,2.44,1.017345001418232
20.0,20280910,2.46,1.0168038715962355
20.0,20280910,2.48,1.0161265632112118
20.0,20280910,2.5,1.0152883165244282
20.0,20280910,2.52,1.0144500698376446
20.0,20280910,2.54,1.0136118231508613
20.0,20280910,2.56,1.0127588338115416
20.0,20280910,2.58,1.0117436752943259
20.0,20280910,2.6,1.0107285167771103
20.0,20280910,2.62,1.0097133582598945
20.0,20280910,2.64,1.008698199742679
20.0,20280910,2.66,1.0076869599893374
20.0,20280910,2.68,1.0066773338446502
20.0,20280910,2.7,1.005667707699963
20.0,20280910,2.72,1.0046580815552757
20.0,20280910,2.74,1.0039849974588175
20.0,20280910,2.7600000000000002,0.9992769523572596
20.0,20280910,2.7800000000000002,1.0004980388845235
20.0,20280910,2.8000000000000003,1.0015997530608045
20.0,20280910,2.82,0.99790741410387
20.0,20280910,2.84,1.0001479278908054
20.0,20280910,2.86,0.9996757274734931
20.0,20280910,2.88,0.9980827107896375
20.0,20280910,2.9,1.000511981086544
20.0,20280910,2.92,1.0007472288544124
20.0,20280910,2.94,1.0006288822223453
20.0,20280910,2.96,1.0010520241757024
20.0,20280910,2.98,1.0033728060836877
20.0,20280910,3.0,1.0051019074748462
30.0,20260910,0.0,0.0
30.0,20260910,0.02,0.0
30.0,20260910,0.04,0.0
30.0,20260910,0.06,0.0
30.0,20260910,0.08,0.0
30.0,20260910,0.1,0.0
30.0,20260910,0.12,0.0
30.0,20260910,0.14,0.0
30.0,20260910,0.16,0.0
30.0,20260910,0.18,0.0
30.0,20260910,0.2,0.0
30.0,20260910,0.22,0.0
